,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Class
10,17,1,2,0,766,0,383,383,383,0,0,0,0,0,766000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2125437944,0,2000000,0,383,383,383,0,0,0,0,0,0,0,0,0,0,0,574.5,383,0,0,0,0,0,0,0,2,766,0,0,-1,-1,1,-1062718972,0,0,0,0,0,0,0,0,UDP,Attack
11,17,1,2,0,766,0,383,383,383,0,0,0,0,0,766000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2000000,0,383,383,383,0,0,0,0,0,0,0,0,0,0,0,574.5,383,0,0,0,0,0,0,0,2,766,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,UDP,Attack
12,17,107443,4,0,1438,0,389,330,359.5,34.063667,0,0,0,0,13383.841,37.229042,35814.332,62029.65,107440,1,107443,35814.332,62029.65,107440,1,0,0,0,0,0,0,0,0,0,32,0,37.229042,0,330,389,353.6,32.31563,1044.3,0,0,0,0,0,0,0,0,0,442,359.5,0,0,0,0,0,0,0,4,1438,0,0,-1,-1,3,8,0,0,0,0,0,0,0,0,UDP,Attack
13,17,108613,4,0,1398,0,369,330,349.5,22.51666,0,0,0,0,12871.388,36.828003,36204.332,62706.01,108611,1,108613,36204.332,62706.01,108611,1,0,0,0,0,0,0,0,0,0,32,0,36.828003,0,330,369,345.6,21.36118,456.3,0,0,0,0,0,0,0,0,0,432,349.5,0,0,0,0,0,0,0,4,1398,0,0,-1,-1,3,8,0,0,0,0,0,0,0,0,UDP,Attack
14,17,110717,4,0,1544,0,389,383,386,3.4641016,0,0,0,0,13945.465,36.128147,36905.668,63919.89,110714,1,110717,36905.668,63919.89,110714,1,0,0,0,0,0,0,0,0,0,-4,0,36.128147,0,383,389,386.6,3.2863352,10.8,0,0,0,0,0,0,0,0,0,483.25,386,0,0,0,0,0,0,0,4,1544,0,0,-1,-1,3,-1,0,0,0,0,0,0,0,0,UDP,Attack
15,17,213881,6,0,2088,0,393,321,348,35.08846,0,0,0,0,9762.438,28.052982,42776.2,58556.19,108028,1,213881,42776.2,58556.19,108028,1,0,0,0,0,0,0,0,0,0,84,0,28.052982,0,321,393,344.14285,33.617596,1130.1428,0,0,0,0,0,0,0,0,0,401.5,348,0,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,8,0,0,0,0,0,0,0,0,UDP,Attack
16,17,105149,4,0,1398,0,369,330,349.5,22.51666,0,0,0,0,13295.419,38.041256,35049.668,60706.938,105148,0,105149,35049.668,60706.938,105148,0,0,0,0,0,0,0,0,0,0,56,0,38.041256,0,330,369,345.6,21.36118,456.3,0,0,0,0,0,0,0,0,0,432,349.5,0,0,0,0,0,0,0,4,1398,0,0,-1,-1,3,8,0,0,0,0,0,0,0,0,UDP,Attack
17,17,1,2,0,750,0,375,375,375,0,0,0,0,0,750000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2000000,0,375,375,375,0,0,0,0,0,0,0,0,0,0,0,562.5,375,0,0,0,0,0,0,0,2,750,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0,UDP,Attack
18,17,107859,4,0,1438,0,389,330,359.5,34.063667,0,0,0,0,13332.221,37.085453,35953,62271.56,107858,0,107859,35953,62271.56,107858,0,0,0,0,0,0,0,0,0,0,80,0,37.085453,0,330,389,353.6,32.31563,1044.3,0,0,0,0,0,0,0,0,0,442,359.5,0,0,0,0,0,0,0,4,1438,0,0,-1,-1,3,20,0,0,0,0,0,0,0,0,UDP,Attack
19,17,3,2,0,966,0,483,483,483,0,0,0,0,0,322000000,666666.7,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,28,0,666666.7,0,483,483,483,0,0,0,0,0,0,0,0,0,0,0,724.5,483,0,0,0,0,0,0,0,2,966,0,0,-1,-1,1,14,0,0,0,0,0,0,0,0,UDP,Attack
20,17,108606,4,0,1438,0,389,330,359.5,34.063667,0,0,0,0,13240.5205,36.83038,36202,62661.273,108557,1,108606,36202,62661.273,108557,1,0,0,0,0,0,0,0,0,0,32,0,36.83038,0,330,389,353.6,32.31563,1044.3,0,0,0,0,0,0,0,0,0,442,359.5,0,0,0,0,0,0,0,4,1438,0,0,-1,-1,3,8,0,0,0,0,0,0,0,0,UDP,Attack
21,17,109162,4,0,1438,0,389,330,359.5,34.063667,0,0,0,0,13173.082,36.642788,36387.332,63022.977,109160,0,109162,36387.332,63022.977,109160,0,0,0,0,0,0,0,0,0,0,80,0,36.642788,0,330,389,353.6,32.31563,1044.3,0,0,0,0,0,0,0,0,0,442,359.5,0,0,0,0,0,0,0,4,1438,0,0,-1,-1,3,20,0,0,0,0,0,0,0,0,UDP,Attack
22,17,108647,4,0,1438,0,389,330,359.5,34.063667,0,0,0,0,13235.524,36.81648,36215.668,62725.645,108645,1,108647,36215.668,62725.645,108645,1,0,0,0,0,0,0,0,0,0,32,0,36.81648,0,330,389,353.6,32.31563,1044.3,0,0,0,0,0,0,0,0,0,442,359.5,0,0,0,0,0,0,0,4,1438,0,0,-1,-1,3,8,0,0,0,0,0,0,0,0,UDP,Attack
23,17,109888,4,0,1498,0,404,345,374.5,34.063667,0,0,0,0,13632.062,36.4007,36629.332,63440.402,109884,1,109888,36629.332,63440.402,109884,1,0,0,0,0,0,0,0,0,0,56,0,36.4007,0,345,404,368.6,32.31563,1044.3,0,0,0,0,0,0,0,0,0,460.75,374.5,0,0,0,0,0,0,0,4,1498,0,0,-1,-1,3,14,0,0,0,0,0,0,0,0,UDP,Attack
24,17,213888,6,0,2088,0,393,321,348,35.08846,0,0,0,0,9762.118,28.052065,42777.6,58609.43,109813,1,213888,42777.6,58609.43,109813,1,0,0,0,0,0,0,0,0,0,56,0,28.052065,0,321,393,344.14285,33.617596,1130.1428,0,0,0,0,0,0,0,0,0,401.5,348,0,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,0,0,0,0,0,0,0,0,0,UDP,Attack
25,17,107525,4,0,1438,0,389,330,359.5,34.063667,0,0,0,0,13373.634,37.20065,35841.668,62039.754,107479,1,107525,35841.668,62039.754,107479,1,0,0,0,0,0,0,0,0,0,80,0,37.20065,0,330,389,353.6,32.31563,1044.3,0,0,0,0,0,0,0,0,0,442,359.5,0,0,0,0,0,0,0,4,1438,0,0,-1,-1,3,20,0,0,0,0,0,0,0,0,UDP,Attack
26,17,1,2,0,802,0,401,401,401,0,0,0,0,0,802000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2000000,0,401,401,401,0,0,0,0,0,0,0,0,0,0,0,601.5,401,0,0,0,0,0,0,0,2,802,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,UDP,Attack
27,17,1,2,0,802,0,401,401,401,0,0,0,0,0,802000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,16,0,2000000,0,401,401,401,0,0,0,0,0,0,0,0,0,0,0,601.5,401,0,0,0,0,0,0,0,2,802,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,UDP,Attack
28,17,1,2,0,766,0,383,383,383,0,0,0,0,0,766000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2000000,0,383,383,383,0,0,0,0,0,0,0,0,0,0,0,574.5,383,0,0,0,0,0,0,0,2,766,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0,UDP,Attack
29,17,985398,20,0,7242,0,401,321,362.1,30.127623,0,0,0,0,7349.3145,20.296368,51863.05,56182.785,110971,1,985398,51863.05,56182.785,110971,1,0,0,0,0,0,0,0,0,0,400,0,20.296368,0,321,401,360.14285,30.703886,942.7286,0,0,0,0,0,0,0,0,0,378.15,362.1,0,0,0,0,0,0,0,20,7242,0,0,-1,-1,19,20,0,0,0,0,0,0,0,0,UDP,Attack
30,17,218500,6,0,2088,0,393,321,348,35.08846,0,0,0,0,9556.064,27.459953,43700,59841.38,110234,1,218500,43700,59841.38,110234,1,0,0,0,0,0,0,0,0,0,120,0,27.459953,0,321,393,344.14285,33.617596,1130.1428,0,0,0,0,0,0,0,0,0,401.5,348,0,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,20,0,0,0,0,0,0,0,0,UDP,Attack
31,17,2,2,0,802,0,401,401,401,0,0,0,0,0,401000000,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,16,0,1000000,0,401,401,401,0,0,0,0,0,0,0,0,0,0,0,601.5,401,0,0,0,0,0,0,0,2,802,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,UDP,Attack
32,17,107893,4,0,1398,0,369,330,349.5,22.51666,0,0,0,0,12957.282,37.07377,35964.332,62250.49,107845,1,107893,35964.332,62250.49,107845,1,0,0,0,0,0,0,0,0,0,32,0,37.07377,0,330,369,345.6,21.36118,456.3,0,0,0,0,0,0,0,0,0,432,349.5,0,0,0,0,0,0,0,4,1398,0,0,-1,-1,3,8,0,0,0,0,0,0,0,0,UDP,Attack
33,17,51,2,0,750,0,375,375,375,0,0,0,0,0,14705882,39215.688,51,0,51,51,51,51,0,51,51,0,0,0,0,0,0,0,0,0,40,0,39215.688,0,375,375,375,0,0,0,0,0,0,0,0,0,0,0,562.5,375,0,0,0,0,0,0,0,2,750,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0,UDP,Attack
34,17,214598,6,0,2088,0,393,321,348,35.08846,0,0,0,0,9729.82,27.959253,42919.6,58795.137,109811,1,214598,42919.6,58795.137,109811,1,0,0,0,0,0,0,0,0,0,96,0,27.959253,0,321,393,344.14285,33.617596,1130.1428,0,0,0,0,0,0,0,0,0,401.5,348,0,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,8,0,0,0,0,0,0,0,0,UDP,Attack
35,17,213060,6,0,2088,0,393,321,348,35.08846,0,0,0,0,9800.057,28.161081,42612,58401.617,110729,1,213060,42612,58401.617,110729,1,0,0,0,0,0,0,0,0,0,120,0,28.161081,0,321,393,344.14285,33.617596,1130.1428,0,0,0,0,0,0,0,0,0,401.5,348,0,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,20,0,0,0,0,0,0,0,0,UDP,Attack
36,17,1,2,0,750,0,375,375,375,0,0,0,0,0,750000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,28,0,2000000,0,375,375,375,0,0,0,0,0,0,0,0,0,0,0,562.5,375,0,0,0,0,0,0,0,2,750,0,0,-1,-1,1,14,0,0,0,0,0,0,0,0,UDP,Attack
37,17,107482,4,0,1438,0,389,330,359.5,34.063667,0,0,0,0,13378.984,37.215534,35827.332,62052.164,107479,1,107482,35827.332,62052.164,107479,1,0,0,0,0,0,0,0,0,0,56,0,37.215534,0,330,389,353.6,32.31563,1044.3,0,0,0,0,0,0,0,0,0,442,359.5,0,0,0,0,0,0,0,4,1438,0,0,-1,-1,3,14,0,0,0,0,0,0,0,0,UDP,Attack
38,17,48,2,0,642,0,321,321,321,0,0,0,0,0,13375000,41666.668,48,0,48,48,48,48,0,48,48,0,0,0,0,0,0,0,0,0,16,0,41666.668,0,321,321,321,0,0,0,0,0,0,0,0,0,0,0,481.5,321,0,0,0,0,0,0,0,2,642,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,UDP,Attack
39,17,104404,4,0,1438,0,389,330,359.5,34.063667,0,0,0,0,13773.419,38.31271,34801.332,60235.246,104355,1,104404,34801.332,60235.246,104355,1,0,0,0,0,0,0,0,0,0,0,0,38.31271,0,330,389,353.6,32.31563,1044.3,0,0,0,0,0,0,0,0,0,442,359.5,0,0,0,0,0,0,0,4,1438,0,0,-1,-1,3,0,0,0,0,0,0,0,0,0,UDP,Attack
40,17,49,2,0,750,0,375,375,375,0,0,0,0,0,15306122,40816.33,49,0,49,49,49,49,0,49,49,0,0,0,0,0,0,0,0,0,16,0,40816.33,0,375,375,375,0,0,0,0,0,0,0,0,0,0,0,562.5,375,0,0,0,0,0,0,0,2,750,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,UDP,Attack
41,17,105718,4,0,1398,0,369,330,349.5,22.51666,0,0,0,0,13223.859,37.83651,35239.332,61034.582,105716,1,105718,35239.332,61034.582,105716,1,0,0,0,0,0,0,0,0,0,32,0,37.83651,0,330,369,345.6,21.36118,456.3,0,0,0,0,0,0,0,0,0,432,349.5,0,0,0,0,0,0,0,4,1398,0,0,-1,-1,3,8,0,0,0,0,0,0,0,0,UDP,Attack
42,17,212799,6,0,2088,0,393,321,348,35.08846,0,0,0,0,9812.076,28.195621,42559.8,58331.023,109979,1,212799,42559.8,58331.023,109979,1,0,0,0,0,0,0,0,0,0,120,0,28.195621,0,321,393,344.14285,33.617596,1130.1428,0,0,0,0,0,0,0,0,0,401.5,348,0,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,20,0,0,0,0,0,0,0,0,UDP,Attack
43,17,106172,4,0,1398,0,369,330,349.5,22.51666,0,0,0,0,13167.313,37.674717,35390.668,61295.836,106169,1,106172,35390.668,61295.836,106169,1,0,0,0,0,0,0,0,0,0,-4,0,37.674717,0,330,369,345.6,21.36118,456.3,0,0,0,0,0,0,0,0,0,432,349.5,0,0,0,0,0,0,0,4,1398,0,0,-1,-1,3,-1,0,0,0,0,0,0,0,0,UDP,Attack
44,17,107699,4,0,1438,0,389,330,359.5,34.063667,0,0,0,0,13352.027,37.14055,35899.668,62178.316,107697,1,107699,35899.668,62178.316,107697,1,0,0,0,0,0,0,0,0,0,56,0,37.14055,0,330,389,353.6,32.31563,1044.3,0,0,0,0,0,0,0,0,0,442,359.5,0,0,0,0,0,0,0,4,1438,0,0,-1,-1,3,8,0,0,0,0,0,0,0,0,UDP,Attack
45,17,1,2,0,670,0,335,335,335,0,0,0,0,0,670000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,16,0,2000000,0,335,335,335,0,0,0,0,0,0,0,0,0,0,0,502.5,335,0,0,0,0,0,0,0,2,670,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,UDP,Attack
46,17,105362,4,0,1438,0,389,330,359.5,34.063667,0,0,0,0,13648.185,37.96435,35120.668,60827.316,105358,1,105362,35120.668,60827.316,105358,1,0,0,0,0,0,0,0,0,0,80,0,37.96435,0,330,389,353.6,32.31563,1044.3,0,0,0,0,0,0,0,0,0,442,359.5,0,0,0,0,0,0,0,4,1438,0,0,-1,-1,3,20,0,0,0,0,0,0,0,0,UDP,Attack
47,17,214771,6,0,2088,0,393,321,348,35.08846,0,0,0,0,9721.983,27.936733,42954.2,58845.535,110036,1,214771,42954.2,58845.535,110036,1,0,0,0,0,0,0,0,0,0,-6,0,27.936733,0,321,393,344.14285,33.617596,1130.1428,0,0,0,0,0,0,0,0,0,401.5,348,0,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,-1,0,0,0,0,0,0,0,0,UDP,Attack
48,17,107929,4,0,1438,0,389,330,359.5,34.063667,0,0,0,0,13323.574,37.0614,35976.332,62311.105,107927,1,107929,35976.332,62311.105,107927,1,0,0,0,0,0,0,0,0,0,80,0,37.0614,0,330,389,353.6,32.31563,1044.3,0,0,0,0,0,0,0,0,0,442,359.5,0,0,0,0,0,0,0,4,1438,0,0,-1,-1,3,20,0,0,0,0,0,0,0,0,UDP,Attack
49,17,1,2,0,796,0,398,398,398,0,0,0,0,0,796000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2000000,0,398,398,398,0,0,0,0,0,0,0,0,0,0,0,597,398,0,0,0,0,0,0,0,2,796,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0,UDP,Attack
50,17,108676,4,0,1398,0,369,330,349.5,22.51666,0,0,0,0,12863.926,36.806656,36225.332,62742.387,108674,1,108676,36225.332,62742.387,108674,1,0,0,0,0,0,0,0,0,0,80,0,36.806656,0,330,369,345.6,21.36118,456.3,0,0,0,0,0,0,0,0,0,432,349.5,0,0,0,0,0,0,0,4,1398,0,0,-1,-1,3,20,0,0,0,0,0,0,0,0,UDP,Attack
51,17,106092,4,0,1438,0,389,330,359.5,34.063667,0,0,0,0,13554.273,37.703125,35364,61250.51,106090,1,106092,35364,61250.51,106090,1,0,0,0,0,0,0,0,0,0,-2125437904,0,37.703125,0,330,389,353.6,32.31563,1044.3,0,0,0,0,0,0,0,0,0,442,359.5,0,0,0,0,0,0,0,4,1438,0,0,-1,-1,3,-1062718972,0,0,0,0,0,0,0,0,UDP,Attack
52,17,46,2,0,884,0,442,442,442,0,0,0,0,0,19217392,43478.26,46,0,46,46,46,46,0,46,46,0,0,0,0,0,0,0,0,0,0,0,43478.26,0,442,442,442,0,0,0,0,0,0,0,0,0,0,0,663,442,0,0,0,0,0,0,0,2,884,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,UDP,Attack
53,17,48,2,0,766,0,383,383,383,0,0,0,0,0,15958333,41666.668,48,0,48,48,48,48,0,48,48,0,0,0,0,0,0,0,0,0,64,0,41666.668,0,383,383,383,0,0,0,0,0,0,0,0,0,0,0,574.5,383,0,0,0,0,0,0,0,2,766,0,0,-1,-1,1,32,0,0,0,0,0,0,0,0,UDP,Attack
54,17,217925,6,0,2088,0,393,321,348,35.08846,0,0,0,0,9581.278,27.532408,43585,59661.734,109943,1,217925,43585,59661.734,109943,1,0,0,0,0,0,0,0,0,0,48,0,27.532408,0,321,393,344.14285,33.617596,1130.1428,0,0,0,0,0,0,0,0,0,401.5,348,0,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,8,0,0,0,0,0,0,0,0,UDP,Attack
55,17,44,2,0,802,0,401,401,401,0,0,0,0,0,18227272,45454.547,44,0,44,44,44,44,0,44,44,0,0,0,0,0,0,0,0,0,40,0,45454.547,0,401,401,401,0,0,0,0,0,0,0,0,0,0,0,601.5,401,0,0,0,0,0,0,0,2,802,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0,UDP,Attack
56,17,216636,6,0,2088,0,393,321,348,35.08846,0,0,0,0,9638.287,27.696228,43327.2,59336.637,109841,0,216636,43327.2,59336.637,109841,0,0,0,0,0,0,0,0,0,0,-6,0,27.696228,0,321,393,344.14285,33.617596,1130.1428,0,0,0,0,0,0,0,0,0,401.5,348,0,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,-1,0,0,0,0,0,0,0,0,UDP,Attack
57,17,1,2,0,750,0,375,375,375,0,0,0,0,0,750000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,16,0,2000000,0,375,375,375,0,0,0,0,0,0,0,0,0,0,0,562.5,375,0,0,0,0,0,0,0,2,750,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,UDP,Attack
58,17,210904,6,0,2088,0,393,321,348,35.08846,0,0,0,0,9900.239,28.448963,42180.8,57855.41,110219,1,210904,42180.8,57855.41,110219,1,0,0,0,0,0,0,0,0,0,120,0,28.448963,0,321,393,344.14285,33.617596,1130.1428,0,0,0,0,0,0,0,0,0,401.5,348,0,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,20,0,0,0,0,0,0,0,0,UDP,Attack
59,17,212413,6,0,2088,0,393,321,348,35.08846,0,0,0,0,9829.907,28.246859,42482.6,58201.535,109682,1,212413,42482.6,58201.535,109682,1,0,0,0,0,0,0,0,0,0,48,0,28.246859,0,321,393,344.14285,33.617596,1130.1428,0,0,0,0,0,0,0,0,0,401.5,348,0,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,8,0,0,0,0,0,0,0,0,UDP,Attack
60,17,107877,4,0,1398,0,369,330,349.5,22.51666,0,0,0,0,12959.203,37.079266,35959,62281.082,107875,1,107877,35959,62281.082,107875,1,0,0,0,0,0,0,0,0,0,80,0,37.079266,0,330,369,345.6,21.36118,456.3,0,0,0,0,0,0,0,0,0,432,349.5,0,0,0,0,0,0,0,4,1398,0,0,-1,-1,3,20,0,0,0,0,0,0,0,0,UDP,Attack
61,17,218248,6,0,2088,0,393,321,348,35.08846,0,0,0,0,9567.098,27.491661,43649.6,59797.273,112586,1,218248,43649.6,59797.273,112586,1,0,0,0,0,0,0,0,0,0,120,0,27.491661,0,321,393,344.14285,33.617596,1130.1428,0,0,0,0,0,0,0,0,0,401.5,348,0,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,20,0,0,0,0,0,0,0,0,UDP,Attack
62,17,106886,4,0,1438,0,389,330,359.5,34.063667,0,0,0,0,13453.586,37.42305,35628.668,61669.96,106839,1,106886,35628.668,61669.96,106839,1,0,0,0,0,0,0,0,0,0,80,0,37.42305,0,330,389,353.6,32.31563,1044.3,0,0,0,0,0,0,0,0,0,442,359.5,0,0,0,0,0,0,0,4,1438,0,0,-1,-1,3,20,0,0,0,0,0,0,0,0,UDP,Attack
